id,split,claim,context
19706,dev,SpongeBob SquarePants is a series.,56820
19707,dev,The Nice Guys is a romantic comedy.,148856
19708,dev,Eric Bana is a socialist thinker.,110745
19709,dev,There was a uniform system of writing established in the Qin dynasty.,69489
19710,dev,Simon Cowell was in a reality show.,134534; 134534; 134534
19711,dev,Tobey Maguire left The Good German before filming began.,207761
19712,dev,There is a novel named The Hunger Games.,108043; 108043; 108043
19713,dev,Keegan-Michael Key has yet to play anyone.,107233; 107233; 107233; 107233; 107233; 107233
19714,dev,Sabbir Khan directed a movie.,286087; 286306; 286306; 287787; 287787; 332850; 333982; 333982; 333982; 333983; 333983; 333983
19715,dev,"In 2015, among Americans, more than 50% of adults had consumed alcoholic drink in the last year.",118814
19716,dev,Edouard Seguin worked in the United States.,20743
19717,dev,Timur defeated the Knights Templar.,257587
19718,dev,Sausage Party was written by Seth Rogen in 2015.,38195
19719,dev,Padua is located solely in France.,224410
19720,dev,"Lyon's population has never increased above 500,000.",271666
19721,dev,Mariah Carey is a mute.,296635; 298235; 298236; 343535; 343543; 343544; 343544
19722,dev,Probot had Dave Grohl.,296813; 298453; 344040; 344091
19723,dev,Cary Elwes was born in 1962.,209723
19724,dev,Argentina's federal capital is Paris.,129400
19725,dev,The Indian National Congress was founded only outside of India.,260846
19726,dev,The first series of Sensitive Skin aired in mid-2007.,255273
19727,dev,Gamal Abdel Nasser's funeral was in New York City.,39888
19728,dev,Castlevania came out in Japan in September 1986.,57634; 57634
19729,dev,The Nobel Prize in Chemistry was awarded to a person.,189191; 189191; 189191
19730,dev,Kenya is a part of the Group of 15.,263081; 263089
19731,dev,The Guthrie Theater's first building began operating in 2007.,63043
19732,dev,Kate Walsh was on an NBC sitcom.,32219
19733,dev,Leslie Alexander owns a house.,67999
19734,dev,Pink is a vegetarian.,141737
19735,dev,Weill Cornell Medicine is a unit that practices biological medicine.,183664
19736,dev,UNICEF UK is a UNICEF National meeting.,266484
19737,dev,Rehab was awarded in 2011.,264574
19738,dev,1635 is the year when the widow of Henry Condell was buried.,29999
19739,dev,Leslie Alexander is from the state of New Jersey.,30257
19740,dev,Minor League Baseball compete at levels below Major League Baseball.,58277
19741,dev,Elizabeth of York's father was someone other than Edward IV.,133864
19742,dev,Cary Elwes has yet to try acting.,209741; 209741; 209741; 209741
19743,dev,Mom (TV series) has gotten more than one nomination.,171158
19744,dev,Therasia is a piece of land.,65458; 65458
19745,dev,"Watertown, Massachusetts is in the Greater Boston Metropolitan Area.",101971
19746,dev,Caesar is a play adaptation.,58465
19747,dev,Quay premiered in Boston.,167688
19748,dev,The KGB was not a military service.,68090
19749,dev,The IPhone 4 was only marketed by Google.,30912
19750,dev,Cary Elwes was born in 1932.,209743
19751,dev,Estonia is not a country.,64822
19752,dev,Google Search can be used by speaking.,64745
19753,dev,Ice-T began his career as a rapper in 1984.,19770
19754,dev,Eurotas (river) is in Italy.,88885
19755,dev,"Aestheticism concerns itself with the aesthetic values of fine art, literature, and music.",105703
19756,dev,Talulah Riley appeared in St Trinian's.,24316
19757,dev,The Vandals established kingdoms in the 8th century.,35289
19758,dev,Benjamin Franklin possessed indefatigable calling for colonial might.,95123
19759,dev,Meghan Markle is a Liberal.,185496
19760,dev,Cleopatre premiered violently.,181004
19761,dev,Hinduism has the ritual of Rajasuya.,53681
19762,dev,Arthur Schopenhauer died in the 1800's.,233281
19763,dev,Ed Gagliardi wrote about cancer.,226999
19764,dev,"Phoenix, Arizona is the capital of Arizona.",30751
19765,dev,The Hunger Games are series of three films.,17331
19766,dev,Goldie Hawn received a presidential nomination.,141543
19767,dev,Jeb Bush is former President George H. W. Bush's daughter.,227408
19768,dev,Carol Danvers appears in comic books published by Robert Duvall.,165255
19769,dev,"On July 13th, 2007, Psych (season 2) began.",275612; 277402; 277890
19770,dev,Ghost is a film.,155078; 155078
19771,dev,Maggie Q only acts on film.,27148; 27148
19772,dev,NXT Tag Team Championship is a pacifist protest against all forms of violent entertainment.,95751
19773,dev,The Guthrie Theater's first building stopped operating in April 2006.,141066
19774,dev,Josh Hutcherson wasn't in two different films within two years.,131643; 131643; 131643; 131643
19775,dev,The Book of Mormon won a Grammy Award for Best Musical Theater Album in 2013.,162604
19776,dev,Azithromycin is available as a generic curtain.,78031; 78031; 78031
19777,dev,"Mamata Banerjee was conceived on January 5th, 1955.",187311
19778,dev,Ayananka Bose is a Gemini.,137643
19779,dev,"For seven weeks, Revolver was at the top of the UK Albums Chart.",269258
19780,dev,John Perry Barlow is still a member of the Grateful Dead.,95926
19781,dev,The Beguiled is based on a Southern Gothic novel.,110209
19782,dev,Dev Patel starred in Inception.,287213
19783,dev,Dulquer Salmaan received a Tony Award nomination.,239193
19784,dev,Adidas designs things that you can wear.,115914; 115914; 118561; 308403; 309938; 309947
19785,dev,Move (Little Mix song) was released in October 2010.,207478
19786,dev,L. Ron Hubbard was born in 1986.,228139
19787,dev,Mandy Moore had a career.,102120; 102120; 102120; 102120; 102120; 102120; 102120; 102120; 102120; 102120; 102120; 102120
19788,dev,A thunderstorm is also known as an thundershower.,237308
19789,dev,Ayananka Bose is a Bollywood cinematographer.,174645; 176227; 313076; 313886
19790,dev,Amy Winehouse died in July 2011.,287817; 287817; 289500; 289500; 289544; 289544; 336244; 336257
19791,dev,Morgan Fairchild only acts as background characters.,93341
19792,dev,Color of Night flopped at the box office with record low sales.,279222
19793,dev,Scandal is a successful band.,101455
19794,dev,Dev Patel has not worked with John Madden.,141313
19795,dev,Matthew Vaughn's birth name was Matthew Allard Robert Vaughn.,218833
19796,dev,Stomp the Yard is a film.,24966
19797,dev,One of Macklemore's children was born in Texas in May.,138131
19798,dev,The Punisher stars Andrew Lincoln.,281932
19799,dev,Raven-Symoné refuses to be an actress.,127152; 127152; 127152; 127152; 127152; 127152; 127152; 127152; 127152; 127152; 127152
19800,dev,The vacuum cleaner is one of the ABC Islands.,146313
19801,dev,The New England Patriots owns the record for least Super Bowls reached.,165624
19802,dev,Two and a Half Men is an American television sitcom released in 1999.,158868
19803,dev,The Bengal tiger has spots.,75687
19804,dev,"World Wrestling Entertainment, Inc. produced the NXT Tag Team Championship.",167428; 167429
19805,dev,The Latvian Soviet Socialist Republic is never known as Latvia.,241229
19806,dev,The Raven (2012 film) was released in Ireland in April 2012.,159776
19807,dev,An island is part of the ABC Islands.,42525; 42525; 42525
19808,dev,President Trump was part of the Group of 15.,263088
19809,dev,Sarah Hyland had a small role in a biographical horror film.,166093
19810,dev,Chinatown's foreplay was by Robert Towne.,269150
19811,dev,Yemen does not have a southern coast.,112661
19812,dev,PBS is Western.,255661
19813,dev,Rob McElhenney is on an FX/FXX comedy series playing a character.,218618; 218619
19814,dev,George III was married to the Prince Regent.,142813
19815,dev,Pocahontas had an association with an English settlement.,161684
19816,dev,Rick Ross made more than eight studio albums.,54323
19817,dev,Maggie Q starred in a heist film.,41566
19818,dev,Kyle Maclachlan has won a Golden Globe for Best Director.,227917
19819,dev,The Nobel Prize in Chemistry was awarded in every year but 1901.,189217; 189217
19820,dev,Fiji Hindi has been subject to considerable influence.,258308
19821,dev,Sausage Party was released in 2016.,17286
19822,dev,Google Search cannot find stock quotes.,149245
19823,dev,Northwestern University is the only private college of the Big Ten Conference.,199424
19824,dev,The Beverly Hillbillies is a series.,63520
19825,dev,"University of Chicago Law School is ranked egg for ""Faculty quality based on American Academy of Arts and Sciences Membership.""",126860
19826,dev,"Bonobos have an estimated population of less than 50,000.",62140
19827,dev,The Invisible Man was based on a play.,166069
19828,dev,Issa Rae has developed her own Galactic Empire.,172131
19829,dev,Woodrow Wilson lived in a section of the 1900s.,95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800; 95800
19830,dev,Adobe Photoshop is incapable of being part of the Adobe Systems.,12775; 12795; 18394; 19451; 214979; 299111; 301197
19831,dev,The New Jersey Turnpike has rest areas named after Revolutionary War battles.,238322
19832,dev,Veep has multiple fans.,169331
19833,dev,Akon is an entertainer.,239445
19834,dev,Practical Magic is based on a 1995 film.,265361; 265363
19835,dev,Matthew Vaughn is in the film industry.,220688; 220688
19836,dev,Simon Cowell burns down charities.,35923
19837,dev,Hezbollah received a type of training from Iran.,191895; 191895
19838,dev,Sherilyn Fenn is Japanese.,173920
19839,dev,Minor League Baseball provides player development opportunities.,122122
19840,dev,Minor League Baseball compete at levels above Major League Baseball.,112147
19841,dev,Zoe Saldana has an award-winning acting career.,55717
19842,dev,"Kenny Chesney was born on April 12th, 2011.",40852
19843,dev,Henry Cavill played Superman.,166115
19844,dev,Team Fortress 2 development was led by Robin Walker.,118292
19845,dev,A Pet can give companionship to lonely elderly adults.,251297
19846,dev,Lucy Hale's mother's name is Karen.,146822
19847,dev,Sky UK is an energy company.,116320
19848,dev,Inside Llewyn Davis was screened for the Cannes Film Festival.,125369
19849,dev,Younger is a series.,81788
19850,dev,ASAP Rocky has only directed music videos for himself.,83549
19851,dev,Henri Kontinen's brother is a retired athlete.,173528
19852,dev,Exit the King is a comedy.,179682
19853,dev,Gray Matters is only a podcast.,62428
19854,dev,Argentina is subdivided into forty-eight cities.,61937
19855,dev,The Catcher in the Rye is a written work.,36383; 36383
19856,dev,The film The Good German was shot on digital video by George Clooney.,207758
19857,dev,The Wonder Years was awarded a settlement.,148516
19858,dev,Internet access requires the use of computers.,152222
19859,dev,The current Duke of York has remarried since his 1996 divorce.,102944
19860,dev,The Danish language is spoken in the Netherlands.,59443
19861,dev,Augustus Prew's father was a photographer.,221790
19862,dev,Matthew Vaughn is a dancer and writer.,218803
19863,dev,The English Wikipedia is the English-language edition of a free online encyclopedia.,234781; 237556; 241109; 318883; 318884; 318885; 318887; 318892
19864,dev,The Bengal tiger is from the Bengal region.,15193
19865,dev,"Phoenix, Arizona is not a U.S. state.",157646; 157646; 157646; 157646; 157646; 157646; 157646
19866,dev,Scream incorporates dancing.,36320
19867,dev,Hezbollah received a type of support from Syria.,189648; 189650
19868,dev,"On Mount Olympus, the gods and goddesses' cupbearer was Hebe.",126241
19869,dev,Aristocracy is a Latin word.,262100
19870,dev,Deepika Padukone played a servant in a Hindi romantic drama.,282338
19871,dev,Battle of the Bastards had a viewership of 7.66 million in England.,167384
19872,dev,Babur was born in Japan.,124799
19873,dev,"Kenny Chesney graduated from high school on March 26th, 1968.",26657
19874,dev,The Church of Jesus Christ of Latter-day Saints has a law of marriage.,262395
19875,dev,"On Monday August 19, 1945, Ian Gillan was born.",64511
19876,dev,Tom Constanten was a fan of the Grateful Dead.,119985
19877,dev,William Howard Taft declined offers.,229666
19878,dev,Matthew Vaughn is a protestant and Californian.,218807
19879,dev,"The Washington Monument is constructed from marble, granite, and bluestone gneiss.",253886; 255614; 256013; 320079; 320971
19880,dev,Little Dorrit was published in Bolivia.,77854
19881,dev,There was only a passing thought to incorporate Cyprus into Greece.,106916
19882,dev,See You on the Other Side was certified crap in March 2006.,167201
19883,dev,Gray Matters stars an actress.,114778
19884,dev,"Augustus Prew was born in Westminster, London, England in 1990.",221811
19885,dev,Saw II was released in a format.,133616; 133616
19886,dev,Tom Cavanagh stars in Gray Matters.,292441; 295316; 340086; 340097
19887,dev,Internet access started with NASA.,23979
19888,dev,Aphrodite is not married to Hephaestus.,21012
19889,dev,Henry IV of France succeeded Henry III of France.,213547
19890,dev,Olympus Mons is on Mars.,62664
19891,dev,The Hunger Games are not a film trilogy.,107591; 107591; 107591; 107591; 107591; 107591
